REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE,YearMonth,Consumer_Confidence,CPI,GDP,USYC2Y10,PMI,Unemployment,US10YRBond,QuarterLabel,Total Current Assets,Cash and Short Term Investments,Cash & Equivalents,Short Term Investments,Receivables,Inventory_x,Other Current Assets,Total Assets,Total Non-Current Assets,"Property, Plant and Equipment",Goodwill and Intangible Assets,Goodwill,Intangible Assets,Long Term Investments,Deferred Tax Assets,Other Long Term Assets,Total Current Liabilities,Accounts Payable_x,Notes Payable/Short Term Debt,Tax Payables,Deferred Revenue_x,Other Current Liabilities,Total Liabilities,Total Non-Current Liabilities,Total Long Term Debt,Deferred Tax Liabilities Non-Current,Deferred Revenue Non-Current,Capital Lease Obligations,Other Long Term Liabilities,Total Equity,Non-Controlling Interest,Total Stockholders' Equity,Retained Earnings,Accumulated Other Earnings,Common Stock,Preferred Stock,Additional Paid in Capital,Total Liabilities & Total Equity,Total Liabilities & Shareholders' Equity,Total Investments,Total Debt,Net Debt,Net Income/Starting Line,Cash From Operating Activities,Depreciation and Amortization_x,Deferred Income Tax,Stock Based Compensation,Other Non-Cash Items,Changes in Working Capital,Accounts Receivable,Inventory_y,Accounts Payable_y,Deferred Revenue_y,Other Working Capital,Cash From Investing Activities,Investments in Property Plant and Equipment,Payments for Acquisitions,Purchases of Securities,Sales and Maturities of Investments,Other Investing Activities,Cash From Financing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activities,Effect of Forex Changes on Cash,Net Change in Cash,Cash at Beginning of Period,Cash at End of Period,Free Cash Flow,Operating Cash Flow,Capital Expenditure,Revenue,Cost of Revenue,Gross Profit, Operating Expenses ,Research & Development,"Selling, General and Administrative",Other Operating Expenses,Operating Income,Net Non-Operating Interest,Interest Income,Interest Expense,Equity & Other Income/(Expense),Income Before Tax,Income Tax Expense,Income Attributable to Non-Controlling Interest,Net Income,Depreciation and Amortization_y,EBITDA,Earnings Per Share (EPS),Diluted Earnings Per Share,Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding
2020-03-31,"Glen Eagle Advisors, LLC",313013,2020-03-01,118.8,1.5,5.5,41.967,49.0,3.8,0.6695,2020(Q1),"10,035","6,379","4,110","2,269","2,153",0,"1,503","33,154","23,119","5,097","15,325","12,854","2,471","1,548",0,"1,149","10,488","2,228",675,0,"7,585",0,"16,708","6,220","5,556",0,0,"3,058","-2,394","16,446",0,"16,446","2,127",-65,1,0,"14,383","33,154","33,154","3,817","6,231","2,121",392,"1,965",437,-281,343,209,865,"2,774",-821,15,"-1,103",0,-726,-159,-10,-893,336,-557,207,-12,0,0,0,219,-5,"1,441","2,669","4,110","1,806","1,965",-159,"3,737",914,"2,823","2,613",554,"2,059",0,210,0,0,0,272,482,90,0,392,437,647,0.51,0.49,771,793
2020-06-30,"Glen Eagle Advisors, LLC",494739,2020-06-01,98.3,0.6,28.1,50.366,52.6,13.0,0.6561,2020(Q2),"9,903","6,042","3,510","2,532","2,332",0,"1,529","33,336","23,433","5,187","15,527","13,199","2,328","1,614",0,"1,105","10,195","2,347",706,0,"7,142",0,"16,170","5,975","5,314",0,0,"3,047","-2,386","17,166",0,"17,166","2,218",-77,1,0,"15,024","33,336","33,336","4,146","6,020","2,510",91,436,457,57,388,217,-774,-146,113,26,-767,0,-852,-178,-423,-834,583,-251,-183,-335,0,0,0,152,-1,-600,"4,110","3,510",258,436,-178,"3,997",967,"3,030","2,972",607,"2,199",166,58,-3,31,34,109,164,73,0,91,457,515,0.12,0.11,776,795
2020-09-30,"Glen Eagle Advisors, LLC",681329,2020-09-01,101.3,1.4,35.2,55.313,55.5,8.8,0.684,2020(Q3),"11,026","6,529","3,868","2,661","2,573",0,"1,924","49,942","38,916","5,515","30,538","25,022","5,516","1,760",0,"1,103","10,474","2,881",735,0,"6,858",0,"16,663","6,189","5,359",0,0,"3,270","-2,440","33,279",0,"33,279","2,109",-74,1,0,"31,243","49,942","49,942","4,421","6,094","2,226",-109,298,608,-6,543,221,-959,-29,-140,22,-812,0,63,-170,94,-784,923,139,15,-164,0,0,0,179,-18,358,"3,510","3,868",128,298,-170,"4,513","1,134","3,379","3,314",774,"2,540",0,65,0,0,0,-1,64,173,0,-109,608,673,-0.12,-0.12,879,879
2020-12-31,"Glen Eagle Advisors, LLC",710538,2020-12-01,87.1,1.4,4.4,79.014,60.2,6.7,0.9132,2020(Q4),"15,963","7,947","4,145","3,802","6,174",0,"1,842","55,126","39,163","5,415","29,858","25,134","4,724","1,963",579,"1,348","14,845","3,433",750,0,"10,662",0,"21,241","6,396","5,118",0,0,"3,195","-1,917","33,885",0,"33,885","1,861",-93,1,0,"32,116","55,126","55,126","5,765","5,868","1,723",-248,"1,632",633,-31,511,229,538,"-3,599",968,-48,"3,217",0,"-1,465",-136,-30,"-2,114",815,"-1,299",125,-165,0,0,0,290,-15,277,"3,868","4,145","1,496","1,632",-136,"4,851","1,220","3,631","3,667",831,"2,836",0,-36,0,0,0,32,-4,244,0,-248,633,597,-0.28,-0.28,889,889
2021-03-31,"Glen Eagle Advisors, LLC",721629,2021-03-01,114.9,2.6,5.6,157.624,63.8,6.2,1.7404,2021(Q1),"14,713","9,802","5,772","4,030","3,076",0,"1,835","53,623","38,910","5,501","30,336","25,266","5,070","1,902",0,"1,171","12,843","2,989",742,0,"9,112",0,"19,058","6,215","5,095",0,0,"3,164","-2,044","34,565",0,"34,565","1,960",-135,1,0,"32,739","53,623","53,623","5,932","5,837",65,99,"1,859",658,-192,504,247,543,"3,094","-1,118",147,"-1,580",0,-437,-323,-103,"-1,176","1,165",-11,209,-49,0,0,0,258,-4,"1,627","4,145","5,772","1,536","1,859",-323,"4,865","1,254","3,611","3,751",859,"2,892",0,-140,0,0,0,187,47,-52,0,99,658,518,0.11,0.11,896,913
2021-06-30,"Glen Eagle Advisors, LLC",868868,2021-06-01,128.9,5.4,6.4,121.743,61.3,5.9,1.468,2021(Q2),"14,846","9,283","4,052","5,231","3,445",0,"2,118","57,780","42,934","5,513","30,977","26,301","4,676","2,555","2,580","1,309","12,963",0,767,0,"8,711","3,485","19,340","6,377","5,080",0,0,"3,174","-1,877","38,440",0,"38,440","4,585",-68,1,0,"33,922","57,780","57,780","7,786","5,847","1,795","2,625",429,649,"-2,003",578,-432,-988,-349,-412,693,-920,0,"-2,593",-114,"-1,154","-1,913",588,"-1,325",441,-25,0,0,0,466,3,"-1,720","5,772","4,052",315,429,-114,"5,151","1,311","3,840","3,662",898,"2,764",0,178,0,0,0,661,839,"-1,786",0,"2,625",649,827,2.9,2.85,904,922
2021-09-30,"Glen Eagle Advisors, LLC",958763,2021-09-01,109.8,5.4,3.5,120.787,60.8,5.1,1.4873,2021(Q3),"14,946","9,492","3,724","5,768","3,316",0,"2,138","59,136","44,190","5,526","30,711","26,313","4,398","3,927","2,564","1,462","12,234","3,505",765,0,"7,923",41,"18,826","6,592","5,075",0,0,"3,168","-1,651","40,310",0,"40,310","5,666",-84,1,0,"34,727","59,136","59,136","9,695","5,840","2,116","1,081",339,670,"-1,036",566,271,"-1,213",128,-124,68,"-1,285",0,"-1,035",-124,-24,"-1,821",934,-887,368,-13,0,0,0,381,0,-328,"4,052","3,724",215,339,-124,"5,419","1,394","4,025","3,801",902,"2,899",0,224,0,0,0,"1,026","1,250",169,0,"1,081",670,894,1.19,1.15,911,939
2021-12-31,"Glen Eagle Advisors, LLC",991361,2021-12-01,115.2,7.0,7.4,77.396,58.3,4.2,1.5101,2021(Q4),"21,889","11,966","6,195","5,771","7,786",0,"2,137","66,301","44,412","5,663","30,432","26,318","4,114","3,909","2,693","1,715","17,728","4,355",766,0,"12,607",0,"24,808","7,080","5,515",0,0,"3,608","-2,043","41,493",0,"41,493","5,933",-42,1,0,"35,601","66,301","66,301","9,680","6,281",86,267,"2,174",869,-260,542,290,466,"-4,429",-213,"1,096","4,012",0,94,-149,149,-992,"1,235",-149,176,-20,0,0,0,196,27,"2,471","3,724","6,195","2,025","2,174",-149,"5,817","1,479","4,338","4,145",939,"3,206",0,193,0,0,0,232,425,158,0,267,869,"1,062",0.29,0.28,916,939
2022-03-31,"Glen Eagle Advisors, LLC",874546,2022-03-01,107.6,8.5,-1,-0.061,57.2,3.8,2.338,2022(Q1),"20,444","15,023","8,544","6,479","3,174",0,"2,247","64,885","44,441","5,555","30,565","26,640","3,925","3,944","2,641","1,736","15,323","3,439",726,0,"11,158",0,"22,318","6,995","5,406",0,0,"3,460","-1,871","42,567",0,"42,567","6,402",-68,1,0,"36,232","64,885","64,885","10,423","6,132","-2,412",469,"3,228",685,-288,564,314,"1,484","4,616",-233,"-1,093","-1,806",0,"-1,047",-171,-425,"-2,086","1,635",-451,165,-50,225,0,0,215,3,"2,349","6,195","8,544","3,057","3,228",-171,"5,963","1,555","4,408","4,054",951,"3,103",0,354,0,0,0,250,604,135,0,469,685,"1,039",0.51,0.5,921,940
2022-06-30,"Glen Eagle Advisors, LLC",657519,2022-06-01,98.4,9.1,0.3,5.145,53.5,3.6,3.0129,2022(Q2),"16,256","9,650","6,299","3,351","4,074",0,"2,532","88,658","72,402","5,834","57,849","48,103","9,746","4,105","2,794","1,820","17,393","4,274","2,052",0,"11,067",0,"33,138","15,745","13,467",0,0,"3,591","-1,313","55,520",0,"55,520","6,937",-84,1,0,"48,666","88,658","88,658","7,456","15,519","9,220",535,386,719,-526,640,334,"-1,316",-812,-373,805,-936,0,"-11,054",-213,"-14,356","-1,016","4,531","3,515","8,440","8,065",375,0,0,375,-17,"-2,245","8,544","6,299",173,386,-213,"6,340","1,613","4,727","4,395","1,020","3,375",0,332,0,0,0,494,826,291,0,535,719,"1,051",0.57,0.56,933,950
